"X0.26","X0.76","X1.3","X1.8","X2.3","X3.2","X4","X4.5","X5","X5.5","X5.8","X5.9","X6.1","pf","pk"
"PBANKA_1464200","-0.27 (0.0045)","0.011 (0.78)","0.25 (7.4e-44)","0.021 (0.4)","-0.026 (0.65)","-0.11 (4.4e-10)","-0.059 (0.081)","0.0039 (0.72)","-0.07 (5.8e-07)","0.22 (5.4e-06)","0.44 (0.98)","0.84 (0.68)","-0.17 (0.73)","PF3D7_1251300","PKNH_1471300"
"PBANKA_1464900","-0.0092 (0.69)","0.0021 (0.32)","-0.00015 (6.6e-07)","0.00026 (0.11)","0.044 (9.6e-28)","0.045 (2.1e-06)","0.98 (2.6e-25)","-0.62 (5.1e-22)","-0.083 (0.018)","0.00062 (0.4)","0.013 (0.9)","0.0086 (0.6)","-0.044 (0.71)","PF3D7_1252100","PKNH_1472100"
"PBANKA_0110200","-0.018 (0.69)","0.035 (0.31)","0.67 (3.7e-74)","-0.18 (4.4e-19)","-0.4 (4.4e-36)","0.036 (0.00049)","0.33 (1.6e-07)","-0.41 (1.2e-27)","-0.0038 (0.8)","-0.0069 (0.27)","0.2 (0.8)","-4.1e-05 (0.6)","-0.015 (0.63)","PF3D7_0611900",NA
"PBANKA_0111600","-0.026 (0.69)","1.3e-05 (0.39)","-5.6e-05 (0.27)","-6.6e-05 (0.00013)","0.0045 (0.068)","0.014 (0.00093)","0.83 (1.1e-31)","-0.68 (9.4e-25)","-0.43 (3.7e-10)","-0.0033 (0.36)","0.47 (0.8)","0.64 (0.6)","-0.092 (0.63)","PF3D7_0613300","PKNH_1136700"
"PBANKA_0204000","-0.0014 (2.2e-06)","-0.00068 (0.0033)","0.38 (8e-25)","-0.34 (1.1e-38)","0.46 (2.8e-22)","-0.25 (4.3e-64)","-0.0019 (0.097)","1.6e-05 (0.65)","5.5e-05 (0.00096)","0.00023 (0.037)","0.0067 (0.8)","0.0047 (0.6)","-0.037 (0.63)","PF3D7_0109600","PKNH_0204200"
"PBANKA_0212700","-0.014 (0.7)","0.025 (0.36)","0.72 (1.5e-80)","-0.5 (3.8e-162)","-0.089 (7.2e-14)","0.037 (4.9e-05)","-0.1 (8.3e-09)","0.0046 (0.045)","0.16 (4.1e-15)","-0.15 (3.8e-06)","0.28 (0.8)","0.68 (0.6)","-0.028 (0.76)","PF3D7_0728600","PKNH_0213200"
"PBANKA_0301600","0.00067 (0.69)","0.014 (0.58)","0.066 (4.8e-12)","0.29 (2.8e-120)","-0.12 (0.0042)","-0.063 (1.3e-08)","0.5 (1.9e-10)","-0.78 (3.9e-22)","-0.014 (0.73)","-0.013 (0.053)","0.016 (0.8)","0.016 (0.59)","0.043 (0.85)","PF3D7_0203800","PKNH_0417300"
"PBANKA_0302800","0.021 (0.72)","0.0027 (0.83)","0.04 (1.3e-24)","0.027 (6.5e-06)","-0.056 (2e-09)","-0.0023 (0.0085)","0.00085 (0.038)","0.019 (0.0028)","0.55 (5.9e-15)","-0.77 (6.5e-05)","-3.6 (0.8)","-1.9 (0.6)","-0.3 (0.56)","PF3D7_0205100","PKNH_0415800"
"PBANKA_0308700","-0.018 (0.5)","-0.00017 (0.42)","0.05 (6.5e-26)","-0.01 (0.13)","0.22 (5.2e-24)","0.012 (0.57)","0.42 (2.7e-07)","-0.36 (8.8e-24)","-0.18 (0.00013)","-0.13 (0.0079)","-0.0016 (0.87)","0.26 (0.7)","-0.035 (0.63)","PF3D7_0211900","PKNH_0409300"
"PBANKA_0310000","-0.0058 (0.57)","0.11 (0.13)","0.19 (7.6e-05)","-0.27 (6.9e-61)","-0.0039 (0.89)","-0.04 (1.3e-10)","0.00022 (0.72)","0.00055 (0.66)","0.0044 (0.018)","0.00051 (0.44)","0.045 (0.8)","0.0012 (0.6)","-0.029 (0.9)","PF3D7_0213100","PKNH_0407900"
"PBANKA_0310500","-0.021 (0.69)","0.0031 (0.95)","0.5 (6.2e-66)","0.19 (5.4e-31)","0.55 (2.6e-32)","-0.47 (9.9e-79)","-0.029 (0.038)","-0.025 (0.08)","-0.0093 (0.52)","-0.057 (0.05)","0.42 (0.8)","0 (1)","-0.0071 (0.63)","PF3D7_0213600","PKNH_0407400"
"PBANKA_0314800","-0.23 (0.22)","-0.11 (0.36)","-0.0027 (0.57)","0.01 (6e-08)","0.057 (5.1e-05)","-0.023 (8.1e-07)","0.0036 (0.71)","0.49 (1.8e-23)","-0.47 (2.9e-05)","-0.13 (0.11)","0.54 (0.8)","-0.0078 (0.6)","-0.083 (0.91)","PF3D7_0218100","PKNH_0402800"
"PBANKA_0315900","-0.084 (0.72)","-0.024 (0.65)","0.39 (2.2e-45)","-0.24 (3.5e-80)","0.01 (0.03)","0.0046 (0.17)","0.17 (4.9e-08)","0.043 (0.68)","-0.22 (7.6e-05)","0.61 (1.4e-06)","-0.54 (0.99)","1.1 (0.62)","-0.17 (0.68)","PF3D7_0219500","PKNH_0401400"
"PBANKA_0403000","0.87 (1.1e-09)","0.11 (0.72)","-0.82 (2.5e-101)","5e-04 (0.66)","0 (1)","0 (1)","0.028 (2.8e-07)","-0.022 (1.3e-08)","0.0058 (0.00058)","-0.013 (0.0056)","-0.00011 (0.8)","0.075 (0.6)","-0.0054 (0.97)","PF3D7_0304400.1","PKNH_0838700"
"PBANKA_0408000","-0.12 (0.43)","0.069 (0.023)","0.28 (3.3e-66)","-0.022 (0.14)","-0.21 (5e-25)","-0.022 (1.5e-10)","0.041 (0.0047)","-0.03 (0.09)","1.3 (3.6e-26)","-0.42 (1.1e-07)","2 (0.83)","0.73 (0.6)","0.035 (0.87)","PF3D7_0309900","PKNH_0832800"
"PBANKA_0408700","-0.013 (0.7)","0.021 (0.31)","0.27 (2.7e-66)","-0.0067 (0.61)","-0.31 (7.6e-51)","-0.0026 (0.38)","-2.1e-05 (0.91)","0.0025 (0.082)","0.66 (1.3e-16)","-1.2 (5.8e-13)","0.0052 (1)","0.76 (0.6)","-1e-04 (0.99)","PF3D7_0310700","PKNH_0832000"
"PBANKA_0410000","-0.028 (0.39)","0.054 (0.33)","0.86 (8.7e-95)","-0.66 (1.9e-90)","-0.16 (1.8e-05)","0.014 (0.22)","-0.031 (0.075)","-0.024 (2e-06)","0.00014 (0.95)","0.00045 (2.3e-07)","-0.00085 (0.83)","-6e-04 (0.68)","0.038 (0.65)","PF3D7_0312000","PKNH_0830400"
"PBANKA_0410400","-0.00054 (1e-06)","0.00023 (0.00011)","-0.00085 (0.34)","0.039 (1.3e-24)","0.71 (3.9e-78)","-0.3 (3.2e-39)","0.098 (0.19)","-0.46 (3.1e-12)","-0.0098 (0.22)","5.5e-05 (0.83)","-0.0013 (0.8)","5.2e-05 (1)","7.5e-05 (0.74)","PF3D7_0312400","PKNH_0829800"
"PBANKA_0414600","0.23 (0.42)","0.35 (0.018)","-0.9 (1e-60)","-0.0016 (0.63)","0.00086 (0.14)","5.4e-05 (0.16)","0.076 (1e-25)","-0.041 (4.5e-36)","-0.0083 (1.1e-07)","0.018 (7.6e-08)","0.009 (1)","0.15 (0.6)","0.38 (0.0084)","PF3D7_0316800","PKNH_0825000"
"PBANKA_0416600","-0.00066 (0.7)","-0.0097 (0.82)","0.088 (4.4e-11)","0.72 (8.4e-186)","-0.069 (0.23)","-0.26 (6.3e-47)","0.013 (0.27)","-0.0085 (0.0031)","0.00068 (0.11)","0.00046 (0.094)","-0.0079 (0.8)","1.4e-06 (1)","-0.0086 (0.21)","PF3D7_0904800","PKNH_0702500"
"PBANKA_0504800","0.0072 (0.69)","0.17 (0.0018)","0.43 (2.1e-28)","0.41 (1.9e-59)","-0.13 (0.0047)","-0.28 (2.5e-32)","-0.28 (9.3e-09)","-0.02 (0.022)","0.33 (1.9e-10)","-0.38 (2.4e-05)","0.024 (1)","0.41 (0.6)","-0.041 (0.63)","PF3D7_1020600","PKNH_0604800"
"PBANKA_0505200","5.6e-05 (0.6)","0.004 (0.96)","0.19 (1.3e-21)","0.7 (9.9e-160)","-0.27 (2.5e-07)","-0.36 (7.6e-44)","0.067 (0.00047)","-0.04 (1.1e-09)","0.00023 (0.88)","0.00058 (1.7e-18)","-0.00068 (0.8)","-0.00037 (0.6)","0.063 (0.63)","PF3D7_1021000","PKNH_0605300"
"PBANKA_0514400","0.0016 (4.8e-05)","-0.0015 (3.2e-05)","0.046 (7.1e-12)","0.0095 (0.2)","0.64 (7.8e-57)","-0.38 (3.2e-57)","0.15 (2.4e-05)","-0.12 (6.6e-14)","-0.0017 (0.27)","8e-05 (2.8e-08)","-0.00058 (0.8)","0.00011 (0.88)","0.00011 (0.83)","PF3D7_1030400","PKNH_0615100"
"PBANKA_0522800","0.68 (5e-06)","0.2 (0.46)","-1.3 (6.5e-117)","0.0024 (0.39)","0 (1)","0 (1)","0.036 (1.3e-11)","-0.037 (5.2e-08)","-0.019 (1.6e-05)","0.0011 (0.92)","0.2 (0.8)","0.21 (0.6)","0.11 (0.77)","PF3D7_0422400","PKNH_0514300"
"PBANKA_0523200","-0.018 (0.69)","0.071 (0.13)","0.71 (6.6e-73)","-0.021 (0.52)","-0.57 (5e-29)","-0.081 (2.7e-07)","4e-04 (0.6)","0.0022 (0.42)","0.011 (0.081)","-0.0078 (0.22)","0.049 (0.8)","0.0032 (0.58)","0.026 (0.65)","PF3D7_0422800","PKNH_0514700"
"PBANKA_0601200","-0.017 (0.69)","0.017 (0.47)","0.1 (6.9e-16)","0.14 (1.6e-09)","-0.1 (0.00085)","-0.0014 (0.86)","-0.0056 (0.15)","0.0072 (0.27)","0.013 (0.56)","-0.0087 (0.4)","-0.0089 (0.8)","0.0031 (0.63)","-0.0015 (0.58)","PF3D7_1202300",NA
"PBANKA_0603800","-0.0071 (0.69)","0.063 (0.28)","1.1 (8.4e-110)","-0.92 (4e-217)","-0.092 (3.7e-11)","-0.003 (0.37)","0.015 (6e-05)","-0.0038 (0.35)","-0.0017 (0.47)","-0.00093 (0.19)","0.012 (0.8)","-0.00039 (0.6)","-0.013 (0.63)","PF3D7_1205100","PKNH_1304800"
"PBANKA_0605500","-0.0022 (0.72)","-0.0016 (0.82)","0.018 (5.5e-13)","-0.0024 (0.59)","0.0023 (0.83)","-0.0034 (0.62)","1 (5.9e-25)","-0.63 (6e-27)","0.12 (0.18)","-0.03 (0.14)","0.33 (0.8)","0.018 (0.6)","-0.048 (0.63)","PF3D7_1206900","PKNH_1306900"
"PBANKA_0609300","-0.014 (0.69)","-0.00019 (0.71)","0.39 (2.4e-45)","-0.27 (1.3e-51)","0.21 (5.9e-10)","-0.0062 (0.77)","-0.022 (0.57)","-0.11 (4.5e-05)","-0.066 (0.2)","-5.2e-06 (0.95)","0.17 (0.8)","-0.0015 (0.71)","-0.021 (0.92)","PF3D7_1210900",NA
"PBANKA_0614700","-0.0047 (0.7)","0.017 (0.31)","0.27 (4.7e-35)","0.11 (9.6e-06)","-0.25 (1.1e-16)","0.11 (3.8e-18)","-0.37 (7.1e-05)","-0.15 (0.00023)","-0.3 (5e-06)","-0.0016 (0.0087)","-0.00088 (1)","0.0013 (1)","-0.0014 (0.67)","PF3D7_0717000","PKNH_0311800"
"PBANKA_0618200","0.07 (0.39)","-0.037 (0.72)","0.69 (7.6e-59)","-0.63 (5e-167)","-0.022 (0.19)","-0.036 (4.8e-10)","-0.021 (0.43)","-0.032 (0.016)","0.0038 (0.39)","-0.0013 (0.12)","0.037 (0.8)","0.053 (0.87)","0.05 (0.7)","PF3D7_0720700","PKNH_0316100"
"PBANKA_0622000","-0.14 (0.0045)","-0.013 (0.64)","0.036 (1.9e-27)","-0.02 (5.8e-13)","0.07 (1.3e-07)","0.057 (0.019)","-0.037 (0.0013)","-0.0025 (0.48)","-0.00042 (0.94)","0.13 (2.6e-10)","-0.71 (0.8)","0.62 (0.59)","-0.02 (0.83)","PF3D7_0724500","PKNH_0319900"
"PBANKA_0706400","-0.0065 (0.8)","-0.018 (0.77)","0.47 (4.3e-60)","-0.087 (0.001)","-0.38 (4e-22)","0.078 (9.3e-09)","-0.076 (1.8e-08)","-0.0053 (0.42)","-0.0038 (0.52)","-0.0016 (0.21)","-0.00034 (0.99)","0.00069 (0.78)","0.091 (0.63)","PF3D7_0824200","PKNH_1318200"
"PBANKA_0709100","0.16 (0.021)","1 (2.7e-08)","-1.2 (1.1e-128)","0.0048 (0.027)","0 (1)","0 (1)","0.033 (1.9e-15)","-0.012 (4e-04)","-0.0046 (0.27)","0.015 (0.046)","-0.094 (0.8)","0.077 (0.76)","0.0078 (0.98)","PF3D7_0821700","PKNH_1315700"
"PBANKA_0711800","1.2 (2.3e-06)","-0.72 (0.00024)","0.09 (0.0012)","-0.3 (1e-103)","-0.013 (0.097)","0.0026 (0.41)","0.0035 (0.24)","0.00086 (0.88)","0.22 (2.8e-14)","-0.26 (1.1e-06)","1.4 (0.8)","0.59 (0.6)","0.11 (0.74)","PF3D7_0819000","PKNH_1312800"
"PBANKA_0713300","-0.025 (0.69)","0.033 (0.49)","0.5 (4.4e-50)","-0.25 (8.7e-13)","0.27 (2e-07)","-0.1 (0.00011)","-0.29 (4.4e-13)","0.011 (0.42)","-0.05 (7e-12)","0.021 (0.0091)","0.037 (0.96)","-0.055 (0.7)","-0.029 (0.51)","PF3D7_0817500","PKNH_0502900"
"PBANKA_0715600","-0.0068 (0.72)","-0.014 (0.75)","0.7 (1.1e-80)","-0.34 (1.4e-69)","-0.021 (0.43)","0.055 (4.4e-05)","0.71 (1.8e-18)","-1 (1.1e-52)","-0.11 (5e-05)","4.8e-05 (0.14)","-0.00095 (0.8)","4.3e-05 (0.6)","0.0031 (0.9)","PF3D7_0413600","PKNH_0505200"
"PBANKA_0720500","-0.034 (0.69)","-0.0033 (0.93)","0.39 (1.2e-50)","-0.17 (2.1e-13)","-0.3 (2.5e-30)","0.0087 (0.0085)","0.0069 (0.39)","0.0025 (0.9)","0.015 (0.51)","0.0013 (3e-07)","0.27 (0.8)","-0.0016 (0.6)","-0.069 (0.5)","PF3D7_0418400","PKNH_0510800"
"PBANKA_0803400","0.13 (0.56)","0.33 (0.0059)","-0.69 (1.4e-30)","-0.0021 (0.7)","0.00011 (0.98)","0.00089 (0.054)","0.0027 (0.27)","0.019 (0.0086)","-0.024 (1.2e-09)","-0.0012 (0.74)","0.046 (0.8)","0.095 (0.6)","0.31 (0.04)","PF3D7_0705800","PKNH_0104300"
"PBANKA_0809900","-0.00062 (0.81)","-0.0054 (0.82)","0.16 (0.00011)","0.022 (0.019)","-0.0038 (0.85)","0.2 (7.1e-17)","-0.29 (2e-07)","-0.028 (0.2)","-0.031 (0.0072)","0.00036 (0.6)","9.1e-05 (1)","-0.0018 (1)","-0.045 (0.63)","PF3D7_0908700","PKNH_0706700"
"PBANKA_0815400","-0.031 (0.69)","-0.00013 (0.017)","-0.00023 (2.6e-19)","0.00033 (6.9e-28)","0.00068 (0.041)","0.0037 (0.00031)","0.17 (3.2e-11)","0.48 (5.9e-12)","-0.5 (5.7e-06)","-0.021 (0.15)","-0.0011 (0.8)","0.28 (0.6)","-0.042 (0.76)","PF3D7_0914400","PKNH_0712300"
"PBANKA_0815600","0.018 (0.78)","0.0021 (0.84)","0.025 (7.2e-20)","0.028 (4.2e-15)","-0.059 (1.1e-19)","-0.001 (0.25)","8.4e-05 (0.85)","0.002 (0.088)","0.52 (8.8e-14)","-0.61 (0.00028)","-2.1 (0.81)","-4.7 (0.43)","-0.26 (0.5)","PF3D7_0914600","PKNH_0712500"
"PBANKA_0828300","-0.0099 (0.69)","-0.00036 (0.34)","0.036 (5.3e-15)","0.16 (1.5e-92)","0.46 (1.7e-37)","-0.34 (1.5e-28)","0.089 (0.16)","-0.084 (5e-06)","0.014 (0.11)","-0.0029 (0.8)","0.14 (0.8)","0.075 (0.6)","0.018 (0.68)","PF3D7_0927500","PKNH_0725800"
"PBANKA_0830600","0.00012 (0.71)","0.00016 (0.43)","0.0021 (0.31)","0.016 (4.3e-09)","0.03 (0.013)","0.093 (7.3e-07)","-0.093 (0.22)","-0.28 (0.00017)","-0.1 (0.022)","-3e-04 (0.094)","-0.0023 (0.8)","2.6e-05 (0.6)","0.00011 (0.89)","PF3D7_0929900","PKNH_0728400"
"PBANKA_0830900","8e-04 (0.97)","2.1e-05 (0.93)","0.00091 (0.076)","-0.0019 (0.00043)","0.0043 (9.7e-06)","0.02 (7.7e-11)","-0.025 (7.3e-07)","0.047 (0.0018)","0.48 (0.00038)","-0.055 (0.13)","0.47 (0.8)","0.0015 (0.65)","0.0059 (0.85)","PF3D7_0930200","PKNH_0728700"
"PBANKA_0904000","-0.031 (0.7)","0 (1)","-0.00028 (0.013)","-2.5e-05 (0.46)","5e-04 (0.092)","0.0047 (1.6e-08)","-0.0018 (0.0042)","0.0083 (0.027)","1.4 (8.4e-31)","-1.4 (3.7e-17)","0.63 (0.8)","0.71 (0.63)","-0.0054 (0.63)","PF3D7_1145000","PKNH_0942900"
"PBANKA_0904900","-0.00019 (0.7)","0.0017 (0.91)","0.3 (1e-34)","0.34 (6.3e-30)","-0.52 (3.6e-17)","-0.1 (1.3e-16)","-0.0015 (0.46)","0.0034 (0.15)","-0.0099 (0.04)","-0.00049 (6.7e-05)","-0.0012 (0.96)","0.0022 (0.58)","0.013 (0.63)","PF3D7_1144100","PKNH_0942000"
"PBANKA_0925700","-0.019 (0.72)","-0.00015 (0.93)","0.0044 (0.18)","0.075 (2.1e-72)","0.031 (0.039)","-0.05 (1.7e-06)","0.56 (2.1e-16)","0.093 (0.35)","-0.71 (1.7e-11)","-0.052 (0.008)","-0.0018 (0.8)","-0.00054 (0.88)","-0.011 (0.98)","PF3D7_1122600","PKNH_0920400"
"PBANKA_0928100","-0.0019 (6.1e-07)","0.021 (0.16)","0.38 (8.1e-31)","-0.046 (0.055)","0.43 (1.3e-13)","-0.22 (2.6e-50)","-0.0026 (0.12)","-0.0013 (0.00041)","-1e-04 (0.68)","2e-04 (0.048)","-0.00071 (0.99)","0.00025 (0.86)","0.00029 (0.68)","PF3D7_1120100","PKNH_0917800"
"PBANKA_0932300","-0.051 (0.72)","-0.023 (0.47)","0.24 (4e-21)","0.0016 (0.95)","-0.013 (0.75)","-0.13 (8.5e-37)","-5.8e-05 (0.89)","0.00079 (0.037)","-0.0011 (2e-12)","5.5e-05 (0.0017)","0.00058 (0.8)","0.001 (0.6)","-0.03 (0.85)","PF3D7_1115500","PKNH_0913100"
"PBANKA_0936800","-0.00097 (0.6)","-0.014 (0.32)","0.16 (5.7e-10)","0.027 (5e-04)","0.082 (0.00011)","-0.067 (6.6e-14)","-0.036 (8.4e-05)","0.001 (0.62)","-0.004 (1.9e-26)","0.00036 (7.2e-10)","0.00029 (0.97)","-0.00034 (0.77)","-4e-05 (0.98)","PF3D7_1110800","PKNH_0908500"
"PBANKA_1003300","0.006 (0.64)","0.63 (9.4e-15)","-0.69 (5.6e-46)","-0.065 (9e-32)","-0.035 (0.00015)","-0.027 (1.2e-21)","0.0029 (0.88)","-0.014 (5.2e-05)","9.4e-05 (0.78)","2e-05 (0.12)","-0.00053 (0.8)","-0.00028 (0.6)","-0.045 (0.79)","PF3D7_0405600","PKNH_0303700"
"PBANKA_1012200","-0.022 (0.69)","0.021 (0.24)","0.31 (9.2e-44)","0.2 (5.6e-28)","-0.61 (1.9e-67)","-0.0021 (0.5)","0.00025 (0.0034)","0.0011 (0.22)","0.38 (2.8e-11)","-1.1 (3.1e-08)","0.42 (0.98)","-0.67 (0.6)","-0.028 (0.79)","PF3D7_1432700","PKNH_0419300"
"PBANKA_1013100","0.57 (0.0047)","-0.67 (3.7e-05)","-0.52 (2.2e-30)","-0.0019 (0.5)","0 (1)","0 (1)","0.017 (3.3e-10)","-0.007 (0.13)","-0.0081 (0.29)","0.15 (1.3e-05)","0.92 (0.8)","1.1 (0.58)","0.35 (0.13)","PF3D7_1431700","PKNH_1327000"
"PBANKA_1014600","-0.0093 (0.72)","0.00061 (0.3)","0.0058 (4.2e-07)","0.00012 (0.95)","-0.0014 (0.77)","0.012 (0.0014)","-0.0099 (0.42)","0.7 (4.5e-31)","-0.74 (5.1e-17)","-0.0052 (0.23)","0.009 (0.8)","0.00013 (0.67)","0.0084 (0.68)","PF3D7_1430100","PKNH_1328600"
"PBANKA_1019200","-0.002 (0.7)","0.00032 (0.62)","0.011 (2e-13)","0.028 (1.9e-20)","-0.03 (6.3e-14)","0.024 (2e-14)","0.13 (1.7e-08)","0.66 (7.8e-47)","-1.2 (5.2e-35)","-0.012 (0.22)","0.15 (0.8)","-0.0096 (0.6)","-0.014 (0.7)","PF3D7_1425300","PKNH_1333300"
"PBANKA_1020100","-0.018 (0.69)","0.0045 (0.37)","0.014 (2.4e-07)","0.049 (1.4e-26)","0.31 (9.6e-24)","-0.27 (2.1e-27)","0.47 (1.4e-06)","-0.14 (0.0028)","-0.02 (0.34)","1e-04 (0.43)","0.15 (0.8)","0.19 (0.6)","0.032 (0.76)","PF3D7_1423300","PKNH_1334700"
"PBANKA_1027500","-0.98 (0.0049)","-0.0015 (0.99)","-0.11 (2.1e-21)","-0.03 (4.2e-57)","5.5e-05 (0.67)","0.00023 (0.34)","-5e-04 (0.26)","-0.00058 (0.72)","0.00051 (0.69)","0.093 (2.5e-08)","-1.2 (0.8)","0.28 (0.69)","0.57 (0.18)","PF3D7_1415200","PKNH_1342900"
"PBANKA_1028200","-0.0047 (0.72)","8.7e-05 (0.13)","0.037 (3.6e-12)","0.03 (4.7e-09)","-0.022 (0.16)","0.016 (0.00083)","0.37 (2.1e-13)","0.23 (1.4e-05)","-0.39 (5.1e-11)","9.6e-05 (0.0076)","0.00089 (0.8)","0.00011 (0.98)","-0.013 (0.63)","PF3D7_1414500","PKNH_1343600"
"PBANKA_1102700","-0.14 (0.064)","0.03 (0.34)","0.2 (2.1e-22)","-0.12 (2e-13)","-0.078 (0.032)","-0.034 (1.3e-07)","0.00056 (0.2)","-0.0035 (0.34)","-8e-04 (0.0068)","0.12 (0.0047)","1.5 (0.81)","1.4 (0.61)","0.36 (0.63)","PF3D7_0503000",NA
"PBANKA_1103900","0.0033 (0.7)","0.025 (0.31)","0.26 (5.7e-26)","0.076 (0.019)","-0.35 (5.3e-12)","0.014 (0.01)","-0.02 (0.018)","0.00091 (0.29)","-0.0031 (1.9e-17)","0.00046 (0.35)","-0.0039 (0.89)","1.6e-05 (1)","-0.00082 (0.72)","PF3D7_0504300","PKNH_1029300"
"PBANKA_1112300","-0.015 (0.72)","-0.019 (0.82)","0.19 (2.9e-06)","0.58 (1.1e-101)","-0.11 (0.045)","-0.15 (3.6e-12)","0.24 (6.8e-05)","-0.12 (4.3e-07)","-0.0051 (0.52)","-0.00011 (0.17)","0.0012 (0.86)","0.00045 (0.89)","0.0098 (0.63)","PF3D7_0512600","PKNH_1020500"
"PBANKA_1117500","-0.55 (0.13)","-0.09 (0.31)","-0.64 (3.8e-60)","0.0012 (0.22)","0 (1)","0 (1)","0.0081 (0.0074)","0.049 (0.058)","-0.063 (7.6e-05)","0.012 (0.61)","0.16 (0.87)","0.096 (0.82)","0.37 (0.35)","PF3D7_0618300","PKNH_1132100"
"PBANKA_1120700","0.42 (1.6e-08)","0.66 (8.4e-10)","-1.3 (1.4e-148)","-0.00031 (0.88)","0 (1)","0.00065 (3.6e-06)","-0.0014 (0.11)","-0.00039 (0.016)","1.5e-07 (0.97)","-0.00023 (0.81)","-1e-04 (0.8)","-5.8e-05 (0.6)","0.041 (0.83)","PF3D7_0621800","PKNH_1128400"
"PBANKA_1121500","-0.028 (0.48)","0.0051 (0.31)","0.27 (2.6e-82)","-0.28 (8.7e-120)","-0.012 (0.001)","0.08 (2.7e-22)","0.42 (1.4e-13)","-0.6 (1.2e-31)","-0.034 (0.092)","-0.05 (0.0089)","0.64 (0.8)","-0.15 (0.6)","0.065 (0.42)","PF3D7_0622600","PKNH_1127600"
"PBANKA_1123200","0.07 (0.00083)","-0.1 (5e-06)","-0.0028 (0.065)","0.0087 (2.3e-06)","0.18 (8.5e-30)","0.044 (0.13)","-0.28 (4.6e-10)","-0.0076 (0.16)","0.00025 (0.15)","0.016 (0.33)","0.26 (0.8)","-0.53 (0.58)","0.19 (0.64)","PF3D7_0624300","PKNH_1125900"
"PBANKA_1123800","-0.02 (0.7)","2.5e-05 (0.77)","0.00022 (0.021)","0.00049 (0.02)","0.00077 (0.19)","0.065 (4e-19)","-0.049 (2.1e-05)","0.00048 (9.7e-26)","0.38 (2.2e-09)","-1.1 (6.9e-14)","-0.31 (0.99)","-0.4 (0.89)","-0.16 (0.56)","PF3D7_0624900","PKNH_1125300"
"PBANKA_1129100","-0.0094 (0.69)","0.026 (0.3)","0.48 (5.5e-86)","-0.13 (5.5e-15)","0.15 (0.0014)","-0.11 (5.9e-12)","0.21 (3.8e-08)","-0.084 (9e-10)","-0.0015 (0.21)","0.00024 (0.16)","0.012 (0.83)","-0.00038 (0.99)","0.019 (0.63)","PF3D7_0630300","PKNH_1119200"
"PBANKA_1137400","-0.0056 (0.87)","-1.6e-05 (1)","0.4 (2e-33)","0.47 (1.7e-50)","-0.59 (9.5e-35)","-0.065 (8.2e-08)","0.034 (0.28)","-0.044 (1.5e-05)","-0.00086 (2.7e-07)","0.00061 (0.61)","-0.001 (0.9)","0.0032 (0.6)","0.019 (0.63)","PF3D7_1361300","PKNH_1110000"
"PBANKA_1141500","0.13 (0.12)","0.051 (0.37)","-0.039 (1.7e-24)","0.0032 (0.0012)","0.057 (4.3e-21)","-0.024 (3.6e-05)","1.2 (4.9e-39)","-0.79 (3.9e-27)","-0.47 (1.9e-09)","0 (1)","0 (1)","0 (1)","-0.031 (0.75)","PF3D7_1365700","PKNH_1105600"
"PBANKA_1202900","-0.025 (0.7)","-0.00054 (0.021)","-1e-04 (0.44)","-0.00023 (0.48)","0.072 (3e-28)","0.082 (4.9e-09)","0.52 (8.3e-09)","-0.53 (3.3e-26)","-0.025 (0.42)","0.00068 (0.0033)","0.096 (0.8)","-0.0023 (0.6)","-0.043 (0.63)","PF3D7_1004600","PKNH_0803300"
"PBANKA_1208700","1.2 (1.8e-06)","-0.85 (2.9e-06)","-0.29 (1.9e-42)","0.0034 (0.0043)","-0.0096 (0.0016)","0.003 (0.0014)","-0.0069 (0.00072)","-7e-05 (0.91)","0.016 (5.7e-09)","-0.026 (3.7e-06)","-0.00028 (0.8)","-0.00016 (0.6)","0.095 (0.68)","PF3D7_1010300","PKNH_0810100"
"PBANKA_1211800","0.026 (0.8)","-0.086 (0.38)","0.056 (0.13)","0.62 (8e-84)","-0.52 (1.7e-20)","-0.037 (0.013)","0.053 (0.21)","-0.027 (0.0056)","0.0069 (0.0062)","-0.0036 (0.16)","0.026 (0.8)","0.0035 (0.82)","0.042 (0.88)","PF3D7_1013400","PKNH_0813200"
"PBANKA_1218500","-0.021 (0.72)","-0.086 (0.049)","0.0083 (0.27)","0.011 (0.0025)","0.21 (4.3e-18)","0.13 (9.9e-11)","0.018 (0.88)","-0.18 (0.0038)","-0.94 (3.9e-23)","0.08 (1.1e-07)","0.13 (0.97)","-0.53 (0.6)","0.097 (0.56)","PF3D7_0320000","PKNH_0821200"
"PBANKA_1222300","-0.035 (0.69)","0.012 (0.29)","0.038 (1.1e-15)","-0.04 (1.5e-18)","0.027 (0.00018)","0.02 (0.015)","0.018 (0.18)","0.051 (0.0088)","1.6 (3.1e-28)","-0.4 (8.6e-05)","1.5 (0.8)","0.48 (0.6)","-0.053 (0.55)","PF3D7_0808400","PKNH_0110300"
