"X0.26","X0.76","X1.3","X1.8","X2.3","X3.2","X4","X4.5","X5","X5.5","X5.8","X5.9","X6.1","pf","pb"
"PKNH_1406500","4.4e-05 (0.62)","-0.00037 (0.0054)","0.072 (0.041)","-0.21 (5.9e-07)","0.021 (0.44)","0.045 (3.7e-13)","0.027 (0.62)","-0.11 (4e-37)","0.0096 (0.65)","-0.00054 (6.3e-15)","0.0027 (0.79)","0.00056 (0.81)","-0.00016 (0.094)","PF3D7_1306300","PBANKA_1404800"
"PKNH_1406900","-0.13 (0.14)","-0.2 (0.12)","0.12 (0.034)","-0.15 (3e-17)","-0.053 (1e-17)","-0.0074 (2.1e-09)","-1e-04 (0.4)","0.00022 (0.54)","0.00062 (0.89)","0.019 (0.06)","0.21 (0.98)","0.083 (0.94)","0.4 (8e-05)","PF3D7_1306700","PBANKA_1405200"
"PKNH_1407200","0.00024 (0.29)","0.0015 (0.6)","0.25 (1.5e-08)","-0.35 (7.9e-35)","-0.00068 (0.092)","0 (1)","1.6e-05 (0.66)","0.0018 (0.049)","-0.0012 (0.00098)","-2e-06 (0.96)","0.00034 (0.92)","0.00031 (0.028)","-4.2e-05 (0.0045)","PF3D7_1306900","PBANKA_1405400"
"PKNH_1408300","7.4e-05 (0.2)","0.00012 (0.00037)","-0.00025 (2e-10)","0.0067 (6.1e-05)","0.047 (1.4e-12)","0.16 (2.4e-42)","0.27 (0.023)","-0.53 (3.4e-63)","0.075 (5.6e-05)","0.0021 (4.2e-17)","-0.006 (0.92)","0.00088 (0.96)","8e-04 (0.071)","PF3D7_1307900","PBANKA_1406400"
"PKNH_1408700","0.25 (1.7e-15)","0.51 (1.9e-05)","-0.49 (7.5e-11)","-0.15 (6.2e-19)","-1e-04 (1)","-0.00046 (0.73)","0.018 (0.0017)","-0.037 (1.3e-25)","-0.0031 (0.76)","-0.00027 (0.042)","5.2e-05 (0.98)","-0.015 (0.03)","0.013 (0.27)","PF3D7_1308300","PBANKA_1406800"
"PKNH_1409500","0.26 (7.3e-20)","0.19 (0.0019)","-0.33 (1e-06)","-0.12 (9.3e-11)","-2.6e-05 (1)","-0.001 (0.13)","0.0014 (0.21)","0.0011 (0.43)","0.003 (0.45)","0.0016 (0.21)","-0.041 (0.88)","0.0073 (0.84)","0.018 (0.37)","PF3D7_1309100","PBANKA_1407600"
"PKNH_1410200","0.00039 (3.8e-07)","-3.7e-05 (1)","0.12 (2.9e-05)","-0.25 (1.1e-07)","-0.051 (0.017)","0.015 (4.3e-06)","-0.031 (0.0022)","-0.0043 (0.00033)","-6.8e-05 (0.74)","-0.00039 (1.6e-07)","0.00036 (1)","0.0017 (0.52)","-9.1e-05 (0.73)","PF3D7_1309800","PBANKA_1408300"
"PKNH_1411700","-0.44 (3.6e-07)","-0.065 (0.14)","0.085 (7.7e-05)","-0.07 (0.018)","0.084 (0.0065)","-0.063 (5.2e-15)","-0.012 (0.64)","-0.0012 (0.46)","9e-04 (0.77)","0.13 (1.7e-10)","0.31 (0.98)","-0.54 (0.58)","0.53 (0.001)","PF3D7_1311300","PBANKA_1409800"
"PKNH_1412900","-0.1 (0.0044)","-0.0091 (0.98)","0.034 (0.073)","0.36 (4.8e-18)","-0.28 (1.6e-07)","-0.059 (2.9e-11)","0.046 (0.0055)","-0.16 (1.6e-19)","-0.028 (0.15)","0.13 (0.00016)","1.1 (0.98)","0.87 (0.55)","-0.25 (0.11)","PF3D7_1312200","PBANKA_1410700"
"PKNH_1413500","8e-05 (1.4e-15)","0.26 (5.3e-06)","-0.29 (1.2e-08)","-0.099 (3.1e-09)","-1.2e-05 (1)","-0.00033 (0.14)","0 (1)","0.00034 (0.41)","0.00014 (0.82)","8.3e-05 (2.5e-05)","8.4e-06 (1)","3.3e-05 (0.98)","4e-05 (0.088)","PF3D7_1312900","PBANKA_1411300"
"PKNH_1413900","-0.067 (2.6e-07)","-0.0046 (0.36)","0.057 (2.5e-05)","-0.094 (1.5e-06)","0.012 (0.2)","0.011 (0.00013)","0.1 (2.2e-05)","0.33 (5.4e-32)","-0.23 (0.025)","-0.07 (0.018)","-0.025 (1)","0.38 (0.3)","0.017 (0.63)","PF3D7_1313300","PBANKA_1411700"
"PKNH_1415100","-0.00058 (0.27)","-4.2e-05 (1)","0.00072 (0.87)","0.09 (5.5e-15)","0.079 (0.0018)","-0.052 (2.7e-06)","0.069 (0.2)","-0.57 (1.9e-29)","0.011 (0.00068)","-0.00019 (0.16)","-6.3e-05 (0.88)","0.00029 (0.018)","0.0041 (0.0064)","PF3D7_1314500","PBANKA_1413000"
"PKNH_1415600","-0.0054 (0.35)","3.5e-05 (1)","0.0084 (0.19)","-0.016 (0.22)","0.25 (3.2e-08)","-0.067 (0.011)","0.077 (0.42)","-0.22 (9.8e-34)","0.22 (1.3e-21)","-0.0011 (0.98)","0.36 (0.94)","-0.14 (0.81)","-0.066 (0.042)","PF3D7_1314900","PBANKA_1413400"
"PKNH_1416200","0.011 (0.006)","0.01 (0.78)","0.3 (1.1e-14)","-0.23 (3.2e-20)","0.041 (0.00037)","-0.021 (2.9e-09)","0.068 (0.007)","-0.034 (0.049)","-0.021 (0.09)","0.01 (0.00011)","-0.0033 (1)","-0.1 (0.23)","0.0032 (0.76)","PF3D7_1315500","PBANKA_1414000"
"PKNH_1416300","-0.0077 (0.002)","-0.00014 (1)","0.031 (0.0096)","-0.032 (0.017)","0.0051 (0.51)","0.0022 (0.17)","0.035 (0.21)","0.084 (0.04)","-0.23 (4.8e-05)","-1e-05 (1)","-0.00029 (0.98)","-0.47 (0.037)","0.018 (0.1)","PF3D7_1315600","PBANKA_1414100"
"PKNH_1416700","0.00059 (0.021)","-0.0014 (1.5e-05)","-0.0049 (0.25)","0.11 (9e-09)","0.093 (0.0013)","-0.062 (3.4e-08)","0.081 (0.21)","-0.16 (5.8e-23)","0.015 (0.74)","-0.0066 (8.9e-33)","0.0035 (0.98)","0.0018 (0.87)","-0.00055 (0.28)","PF3D7_1316000","PBANKA_1414500"
"PKNH_1416900","5.8e-07 (0.95)","5e-06 (1)","2e-04 (1.4e-07)","-0.0045 (0.69)","-0.0025 (0.088)","0.00056 (0.16)","0.029 (0.00028)","-0.15 (1.1e-08)","0.34 (1.9e-06)","-0.013 (0.13)","0.0053 (0.98)","-0.00011 (0.91)","-1.2e-05 (0.57)","PF3D7_1316200","PBANKA_1414700"
"PKNH_1417300","-0.00031 (0.17)","-0.00027 (1)","0.0036 (0.03)","0.083 (4.3e-23)","0.15 (1.2e-11)","-0.1 (3e-27)","0.13 (0.029)","-0.21 (6.9e-06)","-0.028 (0.0015)","-0.0018 (0.22)","-4.6e-06 (0.92)","-0.012 (0.018)","2e-07 (0.34)","PF3D7_1316600","PBANKA_1415100"
"PKNH_1417500","-0.0087 (0.33)","3.3e-05 (0.34)","0.0015 (0.75)","0.35 (2.1e-22)","0.032 (0.63)","-0.097 (1.8e-08)","-0.15 (0.011)","-0.0073 (0.14)","0.00023 (0.87)","-0.00028 (0.91)","-0.0014 (0.98)","-0.00096 (0.24)","-5e-05 (0.93)","PF3D7_1316800","PBANKA_1415300"
"PKNH_1418000","-0.049 (5.3e-09)","-0.0038 (0.72)","0.11 (2e-07)","-0.23 (6.5e-19)","0.071 (7.8e-05)","-0.035 (1e-06)","-0.025 (0.22)","-0.025 (8.3e-25)","0.011 (1.7e-10)","0.087 (8.4e-15)","0.028 (1)","-0.024 (1)","-0.094 (0.0034)","PF3D7_1317300","PBANKA_1415800"
"PKNH_1418300","-0.021 (0.005)","0.00019 (0.14)","0.046 (0.011)","0.21 (5.5e-10)","-0.035 (0.65)","0.011 (0.63)","0.075 (0.55)","-0.065 (0.0049)","-0.096 (0.03)","-0.011 (0.13)","0.0086 (1)","0.03 (0.86)","0.013 (0.55)","PF3D7_1317600","PBANKA_1416100"
"PKNH_1418500","0.62 (2.3e-19)","0.18 (0.16)","-0.67 (7.6e-21)","-0.06 (8.8e-07)","-0.00013 (1)","-0.0032 (0.14)","0 (1)","0.0016 (0.64)","-0.0043 (0.74)","-0.00029 (0.031)","2.6e-06 (1)","-0.0014 (0.67)","0.039 (0.28)","PF3D7_1317800","PBANKA_1416300"
"PKNH_1420200","-0.0021 (0.019)","-0.00092 (0.8)","0.052 (0.00078)","-0.11 (0.00085)","0.24 (8.1e-08)","-0.046 (0.056)","-0.061 (0.54)","-0.15 (2.9e-09)","0.00044 (0.96)","0.00084 (0.14)","0.0094 (0.98)","-0.12 (0.018)","0.0011 (0.73)","PF3D7_1319400","PBANKA_1417900"
"PKNH_1420700","-6.5e-07 (0.84)","-1e-05 (0.2)","0.068 (0.00034)","-0.12 (6e-05)","-0.0054 (0.9)","-0.019 (0.00038)","-0.0074 (0.71)","-0.0031 (0.0055)","5.5e-06 (0.58)","-1.4e-05 (7.4e-09)","2.6e-05 (0.98)","9.1e-05 (0.17)","1.1e-05 (0.027)","PF3D7_1320100","PBANKA_1418400"
"PKNH_1421100","-0.00014 (0.00011)","-0.00043 (1.1e-05)","0.092 (0.00045)","0.15 (4.1e-14)","-0.016 (0.64)","0.006 (0.52)","-0.12 (0.00046)","-0.0023 (0.021)","-0.0028 (0.024)","0.00027 (2.7e-12)","-0.001 (0.92)","0.0012 (0.22)","-0.00019 (0.035)","PF3D7_1320500","PBANKA_1418800"
"PKNH_1421200","-0.0071 (0.01)","-8.2e-06 (0.49)","0.011 (0.18)","0.64 (3.3e-34)","-0.37 (3.5e-14)","-0.08 (1.3e-27)","0.0091 (0.066)","0.59 (2.3e-83)","-0.018 (0.84)","0.13 (0.0042)","-0.53 (0.98)","0.46 (0.68)","-0.23 (0.0014)","PF3D7_1320600","PBANKA_1418900"
"PKNH_1421400","-0.00064 (0.0028)","0.0029 (0.47)","0.16 (2.3e-07)","-0.078 (0.00021)","-0.039 (0.019)","-0.03 (4.4e-11)","-0.0056 (0.54)","0.0044 (9.4e-19)","-0.014 (1.2e-13)","-0.00077 (0.59)","0.0026 (1)","0.016 (0.32)","-0.00034 (0.78)","PF3D7_1320800","PBANKA_1419100"
"PKNH_1421800","0.25 (5.7e-15)","-0.25 (2e-07)","0.42 (3.6e-18)","-0.42 (1.1e-20)","0.14 (1.1e-05)","-0.071 (6.4e-10)","0.19 (0.00053)","-0.032 (0.36)","-0.3 (2.1e-11)","-0.0017 (0.18)","0.00029 (0.92)","-0.062 (0.019)","0.0061 (0.029)","PF3D7_1321200","PBANKA_1419500"
"PKNH_1422000","1.9e-05 (0.48)","0.00024 (0.74)","0.019 (0.0012)","0.019 (0.011)","0.26 (3.8e-11)","-0.1 (2.4e-06)","-0.055 (0.21)","0.0031 (1.7e-05)","-0.0032 (3.5e-14)","0.00038 (0.016)","-5.8e-05 (0.98)","0.0077 (0.018)","6e-05 (0.029)","PF3D7_1321400","PBANKA_1419700"
"PKNH_1422200","6.5e-06 (0.014)","0.0012 (0.00045)","-0.0013 (1.5e-10)","0.0048 (0.049)","0.028 (0.024)","0.06 (7.3e-08)","-0.22 (0.0052)","-0.095 (1.7e-07)","-0.00017 (0.098)","2.9e-05 (0.66)","0.00023 (1)","-0.0025 (0.028)","-0.00017 (0.024)","PF3D7_1321600","PBANKA_1419900"
"PKNH_1422600","-1.9e-05 (0.0028)","0.11 (0.39)","0.32 (4e-10)","-0.096 (2.3e-05)","-0.069 (8.9e-11)","-0.013 (3.2e-09)","-0.0071 (0.28)","-0.0041 (1.4e-08)","4.4e-05 (0.5)","-5.6e-06 (0.39)","4.1e-05 (0.99)","-0.024 (0.018)","6.9e-05 (8e-05)","PF3D7_0713700","PBANKA_1420300"
"PKNH_1423300","-0.00015 (3.1e-08)","2.4e-05 (0.76)","0.082 (1.6e-05)","0.36 (3.5e-11)","-0.3 (1.7e-09)","-0.068 (9.4e-17)","0.014 (0.6)","0.18 (4.1e-15)","-0.025 (0.48)","-0.082 (0.011)","0.43 (0.98)","0.42 (0.2)","-0.074 (0.007)","PF3D7_0714400","PBANKA_1421000"
"PKNH_1424300","-0.016 (0.00013)","1e-04 (0.27)","0.014 (0.29)","0.37 (8.6e-14)","-0.27 (6.5e-13)","0.0075 (0.0062)","0.024 (0.45)","-0.036 (1.7e-21)","-0.0091 (0.11)","0.013 (0.0018)","-0.041 (0.99)","0.011 (1)","-0.013 (0.41)","PF3D7_0715300","PBANKA_1421600"
"PKNH_1426200","-0.00028 (3.5e-06)","0.00019 (0.3)","0.036 (0.12)","-0.12 (2.1e-05)","0.005 (0.16)","-0.0013 (0.17)","-2.8e-05 (1)","-0.00076 (1.1e-23)","-0.0022 (2e-17)","1.6e-05 (0.66)","2e-04 (1)","-0.00013 (0.97)","0.00044 (0.00087)","PF3D7_0814100","PBANKA_1423400"
"PKNH_1427000","0.36 (7.3e-11)","-0.18 (0.26)","-0.2 (1e-04)","-0.0022 (0.89)","-0.028 (0.21)","-0.017 (0.018)","0.035 (0.28)","-0.2 (3.2e-39)","-0.013 (0.0017)","2.4e-05 (0.062)","2.9e-05 (0.98)","-0.024 (0.018)","0.028 (0.036)","PF3D7_0813400","PBANKA_1424200"
"PKNH_1427100","0.71 (3.9e-12)","0.49 (0.19)","-0.4 (7.5e-12)","-0.036 (0.0023)","-0.0018 (1)","-0.0069 (0.13)","0.00076 (0.27)","0.0053 (0.42)","-0.011 (0.58)","0.00081 (0.35)","-0.00063 (1)","-0.0022 (0.79)","0.05 (0.25)","PF3D7_0813300","PBANKA_1424300"
"PKNH_1427200","-6.4e-05 (0.054)","-2.6e-05 (1)","0.0047 (0.15)","0.11 (5.5e-10)","0.09 (0.036)","0.046 (0.071)","-0.23 (0.0033)","-0.23 (8.5e-20)","-0.0047 (0.57)","-0.0036 (0.15)","0.00014 (1)","-0.11 (0.018)","0.00084 (5.3e-06)","PF3D7_0813200","PBANKA_1424400"
"PKNH_1428400","-0.38 (8.4e-08)","-0.024 (0.44)","0.1 (3.6e-06)","0.2 (0.00019)","-0.35 (5.2e-13)","-0.014 (0.039)","0.12 (0.00057)","-0.12 (2.3e-31)","0.097 (9.3e-05)","0.9 (1.6e-17)","-0.48 (1)","0.4 (0.96)","-0.65 (0.0036)","PF3D7_0812220","PBANKA_1425350"
"PKNH_1428700","-0.0029 (0.088)","-0.00017 (0.0071)","0.088 (0.0012)","-0.2 (2.5e-07)","0.13 (1e-04)","0.076 (1.1e-13)","-0.027 (0.73)","-0.23 (8.2e-63)","-0.00051 (0.68)","-0.00025 (0.76)","0.0016 (0.84)","-8.8e-06 (1)","-8.3e-05 (0.28)","PF3D7_0812000","PBANKA_1425500"
"PKNH_1428800","-0.0046 (0.086)","-0.00013 (0.045)","0.12 (2e-08)","-0.063 (0.18)","-0.051 (0.23)","0.13 (8.1e-10)","-0.32 (0.00035)","-0.0087 (0.021)","0.00034 (0.74)","0 (1)","0 (1)","0 (1)","0 (1)","PF3D7_0811900","PBANKA_1425600"
"PKNH_1429100","6.6e-05 (0.28)","0.00013 (0.76)","0.0047 (0.056)","-0.0061 (0.11)","0.0096 (0.2)","0.015 (3.4e-07)","0.4 (2.2e-07)","-0.86 (1.3e-66)","-0.018 (0.062)","0.0013 (5.2e-07)","3.9e-06 (0.98)","0.0054 (0.018)","3.8e-05 (0.0022)","PF3D7_0811600","PBANKA_1425900"
"PKNH_1429300","0.00061 (1.6e-08)","-0.00028 (0.11)","0.13 (1.2e-09)","0.17 (0.00047)","0.041 (0.5)","-0.04 (0.01)","-0.034 (0.77)","-0.25 (3.6e-38)","-0.00037 (0.53)","4e-04 (7e-07)","-0.0011 (0.98)","-0.0013 (0.68)","0.00012 (0.61)","PF3D7_0811400","PBANKA_1426100"
"PKNH_1429500","4e-04 (7.2e-06)","-0.00045 (0.76)","0.22 (2.6e-09)","-0.24 (3.9e-14)","0.11 (1.8e-05)","-0.012 (0.37)","-0.015 (0.81)","-0.11 (1.9e-20)","-0.00021 (0.041)","-0.00019 (0.016)","-0.0012 (0.98)","0.0021 (0.3)","-0.00011 (0.67)","PF3D7_0811200","PBANKA_1426300"
"PKNH_1430200","-0.023 (0.00025)","0.00011 (0.047)","0.15 (7.1e-09)","-0.29 (3.6e-17)","-0.003 (0.44)","0.012 (2.9e-08)","-0.019 (0.1)","-0.014 (1.3e-12)","0.016 (4.9e-08)","0.028 (0.0036)","-0.24 (0.92)","-0.36 (0.29)","-0.078 (0.091)","PF3D7_0810500","PBANKA_1427000"
"PKNH_1430600","-4.6e-05 (0.05)","3.1e-05 (0.91)","0.066 (0.0014)","-0.13 (6.6e-05)","0.011 (0.64)","-0.03 (6.7e-06)","-0.017 (0.66)","-0.041 (1e-15)","0.0029 (0.68)","-0.0011 (0.96)","0.0024 (0.79)","-0.19 (0.018)","-6.8e-05 (0.33)","PF3D7_0810100","PBANKA_1427400"
"PKNH_1431600","3.2e-05 (1.2e-05)","0.027 (0.47)","0.31 (1.5e-10)","0.31 (3.3e-14)","-0.24 (1e-06)","-0.17 (7.8e-27)","0.032 (0.29)","0.33 (1.7e-58)","-0.85 (1.4e-25)","-0.00024 (0.58)","0.00029 (0.88)","-0.24 (0.018)","-7.8e-06 (0.72)","PF3D7_1212300","PBANKA_1428300"
"PKNH_1433200","0.058 (9.6e-16)","0.057 (0.26)","0.27 (2.1e-05)","-0.27 (4.5e-19)","0 (1)","-0.00012 (0.14)","3.1e-05 (5e-05)","0.0029 (5e-04)","-0.0023 (0.83)","-8.6e-06 (0.52)","-2.5e-05 (0.88)","0 (1)","0.0017 (0.28)","PF3D7_1213700","PBANKA_1429500"
"PKNH_1433600","-0.32 (5.9e-09)","-0.002 (0.98)","0.02 (0.00023)","0.18 (1.9e-26)","0.21 (1e-08)","-0.2 (1.7e-41)","0.13 (0.17)","-0.32 (1.5e-09)","0.029 (0.23)","0.049 (0.072)","0.069 (1)","0.52 (0.36)","0.38 (0.00051)","PF3D7_1214100","PBANKA_1429900"
"PKNH_1434000","9e-05 (0.63)","0.097 (0.082)","-0.065 (0.054)","-0.0046 (0.31)","0.052 (0.012)","0.19 (4.9e-38)","-0.068 (0.62)","-0.33 (1.6e-38)","0.0025 (1e-06)","0.00034 (1e-14)","-0.00095 (0.92)","-0.041 (0.018)","-9.6e-05 (0.46)","PF3D7_1214500","PBANKA_1430300"
"PKNH_1434100","-0.015 (0.76)","-0.08 (0.14)","0.18 (9.4e-05)","-0.13 (4.3e-06)","0.36 (2.9e-24)","0.085 (1.1e-06)","-0.4 (1.5e-05)","-0.13 (1.4e-33)","0.0028 (0.33)","0.0065 (0.18)","-0.046 (0.98)","-0.26 (0.019)","0.036 (0.13)","PF3D7_1214600","PBANKA_1430400"
"PKNH_1434400","5.1e-05 (0.011)","-2.1e-05 (0.91)","0.22 (1.1e-08)","-0.27 (9.6e-14)","0.064 (9.7e-09)","0.047 (6.4e-15)","0.23 (0.00084)","-0.34 (5.8e-46)","-0.063 (8.7e-08)","6.4e-05 (3.3e-06)","-3.1e-06 (1)","-0.042 (0.018)","-1.1e-06 (0.99)","PF3D7_1214900","PBANKA_1430700"
"PKNH_1435700","0.00051 (4.5e-19)","6.6e-05 (0.41)","0.00014 (0.97)","0.027 (2.1e-11)","0.012 (0.15)","0.0017 (0.68)","-0.018 (0.57)","0.087 (0.0037)","0.36 (4.2e-05)","-0.16 (2.9e-05)","0 (1)","0 (1)","0 (1)","PF3D7_1216200","PBANKA_1431900"
"PKNH_1438200","7.9e-06 (0.098)","0.00065 (0.025)","0.083 (1.1e-07)","0.32 (2.9e-31)","-0.19 (4.6e-15)","-0.11 (1.3e-58)","-0.016 (0.58)","0.13 (1.9e-11)","-0.0099 (0.92)","-0.16 (0.2)","0.9 (0.98)","0.4 (0.96)","-0.11 (0.22)","PF3D7_1218600","PBANKA_1434200"
"PKNH_1438800","-0.00073 (0.25)","-7.6e-05 (1)","0.059 (9.3e-06)","0.055 (0.012)","0.063 (0.06)","0.14 (5e-14)","-0.041 (0.81)","-0.62 (5.2e-61)","0.00026 (0.85)","-0.00016 (0.96)","-0.0022 (0.92)","-0.17 (0.018)","0.004 (0.044)","PF3D7_1219600","PBANKA_1434800"
"PKNH_1439500","-6.2e-07 (5.4e-15)","-0.00013 (0.11)","-0.001 (0.91)","0.25 (9.4e-21)","0.13 (0.045)","-0.062 (0.0098)","-0.38 (0.00089)","-0.024 (2e-05)","0.00061 (1.4e-28)","2.7e-05 (0.2)","-8.2e-19 (0.98)","0.001 (0.018)","2.4e-05 (0.32)","PF3D7_1220300","PBANKA_1435500"
"PKNH_1440300","0.00061 (2.5e-16)","-0.00012 (0.67)","0.16 (0.0016)","-0.00039 (0.98)","0.036 (0.00079)","-0.016 (0.0046)","-0.051 (0.054)","-0.048 (4.3e-24)","-0.0067 (0.035)","0.00011 (0.00016)","-1.5e-05 (1)","0.00076 (0.21)","0.00018 (0.012)","PF3D7_1221200","PBANKA_1436400"
"PKNH_1440400","-0.0058 (0.6)","-0.024 (0.028)","0.0024 (0.48)","-0.0016 (0.49)","0.0069 (0.013)","0.063 (9.9e-18)","0.47 (1.2e-06)","-0.37 (4.2e-15)","-0.66 (3.4e-16)","-0.055 (6.2e-06)","0.016 (0.92)","-0.078 (0.053)","0.00094 (0.27)","PF3D7_1221300","PBANKA_1436500"
"PKNH_1441600","-1.9e-05 (1.6e-12)","0.018 (0.47)","0.24 (5e-11)","-0.093 (0.0032)","0.11 (1.1e-05)","-0.096 (5.4e-38)","-0.074 (0.0018)","-0.045 (8.3e-08)","-0.063 (7.8e-12)","-0.00087 (0.089)","0.00022 (0.92)","-0.0081 (0.018)","-2.1e-05 (0.064)","PF3D7_1222500","PBANKA_1437400"
"PKNH_1442000","0.0017 (2.2e-10)","-0.0023 (7.5e-05)","-9e-04 (4.4e-16)","0.00039 (0.93)","0.0055 (0.32)","-0.0021 (0.026)","0.00033 (0.79)","0.29 (3.5e-22)","-0.46 (1.8e-17)","0.0025 (5.6e-09)","-0.009 (0.94)","0.0019 (0.86)","-0.00055 (0.38)","PF3D7_1222800","PBANKA_1437700"
"PKNH_1442300","0.00019 (0.79)","-0.0022 (3.4e-06)","0.00017 (0.66)","0.06 (6.5e-24)","0.22 (1.1e-25)","0.061 (6.5e-08)","-0.028 (0.78)","-0.68 (1e-39)","-0.073 (7.5e-06)","-0.0091 (0.4)","-0.026 (0.99)","0 (1)","0.0023 (0.29)","PF3D7_1223100","PBANKA_1438000"
"PKNH_1443300","-5.7e-05 (0.55)","-0.00049 (0.013)","0.00019 (4.8e-05)","0.38 (2.3e-51)","-0.038 (0.32)","0.069 (0.0038)","-0.29 (0.018)","0.0087 (0.42)","-0.13 (5.8e-12)","0.00028 (3.7e-07)","5e-04 (1)","0.0028 (0.24)","0.00062 (0.0047)","PF3D7_1224100","PBANKA_1439000"
"PKNH_1444500","-6.9e-05 (0.0065)","-0.00042 (0.98)","0.054 (0.0016)","0.087 (0.013)","-0.13 (1.9e-05)","-0.054 (2e-15)","0.00093 (0.71)","-0.011 (6.8e-07)","7e-04 (9.2e-12)","-1.2e-05 (0.26)","4.4e-05 (0.9)","0.00086 (0.018)","9e-06 (0.0071)","PF3D7_1225100","PBANKA_1440000"
"PKNH_1444700","0.12 (5.2e-15)","0.11 (0.28)","-0.39 (2.3e-12)","0.079 (1.9e-09)","-0.085 (5.6e-16)","0.017 (0.00052)","0.016 (0.64)","-0.12 (6.1e-57)","-0.003 (0.43)","8.1e-05 (0.0064)","3e-05 (0.98)","5.1e-05 (0.22)","0.0035 (0.28)","PF3D7_1225300","PBANKA_1440200"
"PKNH_1446200","-1.6e-05 (0.95)","-0.00017 (0.00016)","0.0072 (0.091)","0.04 (0.079)","0.3 (2.7e-14)","-0.052 (0.0023)","0.083 (0.42)","-0.54 (2.9e-30)","-0.17 (0.00016)","0.0033 (0.75)","0 (1)","0 (1)","0.00083 (0.27)","PF3D7_1226800","PBANKA_1441600"
"PKNH_1447500","0.00015 (0.59)","-0.00077 (0.026)","0.051 (0.0021)","-0.083 (0.046)","-0.025 (0.69)","-0.054 (1.7e-15)","0.0098 (0.43)","0.00028 (0.21)","0.0016 (2e-23)","-0.0016 (1.6e-14)","0.0086 (0.79)","0.0018 (0.8)","-0.00052 (0.091)","PF3D7_1228100","PBANKA_1442800"
"PKNH_1448300","-6e-04 (2.7e-14)","6e-04 (6.4e-07)","0.089 (1e-04)","-0.23 (1e-14)","0.0077 (0.0065)","0.11 (1.8e-48)","-0.12 (0.019)","0.00057 (0.96)","-0.052 (0.065)","-7e-04 (0.43)","-0.00051 (0.98)","-0.00059 (0.62)","0.00012 (0.14)","PF3D7_1228900","PBANKA_1443700"
"PKNH_1449200","-0.0021 (3.6e-13)","0.0011 (0.039)","0.00039 (5.6e-08)","-0.002 (2.1e-47)","0.00043 (0.016)","0.00028 (0.00022)","-0.00038 (0.38)","0.96 (6.1e-139)","-1.4 (1.8e-51)","0.00056 (8e-04)","0.0011 (1)","-0.0034 (0.7)","0.0017 (0.016)","PF3D7_1229800","PBANKA_1444500"
"PKNH_1449400","-0.0096 (0.13)","-0.0023 (0.98)","0.028 (0.0079)","0.34 (6.1e-10)","-0.14 (0.00082)","-0.12 (1.4e-23)","-0.023 (0.44)","0.083 (3e-04)","-0.075 (0.00061)","-0.00049 (0.95)","0.13 (0.92)","-0.91 (0.018)","0.029 (0.1)","PF3D7_1230000","PBANKA_1444700"
"PKNH_1449800","-0.00047 (0.72)","7.1e-05 (0.99)","0.16 (8.1e-10)","-0.31 (2.8e-17)","0.0066 (0.53)","0.076 (3.3e-17)","-0.073 (0.12)","-0.082 (6.7e-28)","0.0092 (6.1e-15)","-0.012 (3.4e-05)","-0.00064 (1)","-0.0014 (0.98)","0.00023 (0.83)","PF3D7_1230400","PBANKA_1445100"
"PKNH_1450400","-0.00061 (6.9e-07)","-3.4e-05 (0.48)","-0.00051 (0.91)","0.23 (6.8e-40)","0.37 (1.3e-13)","-0.22 (9e-20)","0.15 (0.33)","-0.19 (7.3e-17)","-0.0076 (0.15)","6.7e-05 (0.25)","-6.2e-05 (0.98)","0.00039 (0.95)","0.0011 (0.00035)","PF3D7_1231000","PBANKA_1445700"
"PKNH_1451800","-0.045 (3e-04)","-0.025 (0.21)","0.0036 (0.53)","0.085 (1.3e-06)","-0.00035 (1)","0.1 (1.1e-07)","-0.29 (0.031)","-0.096 (3.6e-07)","0.22 (1.4e-08)","0.039 (0.0039)","0.44 (0.98)","-0.11 (0.96)","-0.048 (0.42)","PF3D7_1232300","PBANKA_1447000"
"PKNH_1452400","0.00032 (1.1e-05)","-0.00056 (2e-06)","0.073 (0.0012)","-0.18 (5.6e-10)","0.0015 (0.87)","0.00037 (0.63)","0.0066 (0.43)","-0.023 (8.4e-11)","-0.00034 (2.7e-09)","-0.00011 (0.12)","0.0029 (0.88)","4e-04 (0.94)","-0.00063 (0.00068)","PF3D7_1232900","PBANKA_1447600"
"PKNH_1455300","0.00032 (0.059)","0.00014 (1)","0.0087 (0.0078)","0.051 (0.00013)","0.046 (0.28)","0.00026 (0.99)","0.19 (0.017)","-0.55 (1.8e-35)","-0.18 (5.4e-17)","-0.00069 (0.16)","-0.00082 (0.98)","0.0032 (0.045)","-0.0013 (5.6e-05)","PF3D7_1235600","PBANKA_1450200"
"PKNH_1456100","5.9e-05 (4.4e-14)","0.07 (0.029)","-0.071 (0.039)","-0.059 (6.1e-08)","-0.0085 (0.00016)","0.0096 (7.9e-09)","-0.015 (0.065)","-0.0014 (2.6e-07)","0.00019 (0.37)","-1.1e-07 (0.93)","1.7e-05 (0.92)","1.9e-05 (0.11)","4.8e-06 (0.22)","PF3D7_1236400","PBANKA_1451000"
